날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
9/16/10,143,23.9,17.7,30.7
9/17/10,143,24.7,18.5,31.7
9/18/10,143,25.4,19.4,32.3
9/19/10,143,24.1,19.7,30
9/20/10,143,24.5,21.6,29
9/21/10,143,28.2,22.2,33.5
9/22/10,143,19.1,16.7,28.4
9/23/10,143,18.7,15.1,23.5
9/24/10,143,18.3,12.8,24.4
9/25/10,143,17.9,13.4,24.5
9/26/10,143,17.4,13.1,22.7
9/27/10,143,16.9,13.1,22.3
9/28/10,143,17.5,13.3,23.1
9/29/10,143,16.1,10.8,21.2
9/30/10,143,17.1,11.7,24.8
10/1/10,143,17.9,11.3,25.3
10/2/10,143,20.1,15,25.9
10/3/10,143,20.9,17.3,25.9
10/4/10,143,17.3,14.6,20.6
10/5/10,143,17.4,14.5,22.2
10/6/10,143,18.5,13,24.7
10/7/10,143,18.5,12.4,25.6
10/8/10,143,18.9,15.4,24
10/9/10,143,19.2,16.6,23
10/10/10,143,20.1,14.9,27
10/11/10,143,18.8,13.3,23.4
10/12/10,143,19.7,15.9,25.2
10/13/10,143,18.8,14.9,23.1
10/14/10,143,18.3,15.9,22.7
10/15/10,143,15.5,11.3,20.3
10/16/10,143,16,9.8,22.9
10/17/10,143,16.7,10.6,23.7
10/18/10,143,17.1,10.6,23.5
10/19/10,143,17,11.9,23.4
10/20/10,143,17.6,11.7,23.3
10/21/10,143,17.6,14.3,23
10/22/10,143,16.6,12.4,22.4
10/23/10,143,16.7,11.7,21.6
10/24/10,143,16.5,15.2,18.5
10/25/10,143,15.4,9.4,20.2
10/26/10,143,6.5,3.1,10.5
10/27/10,143,8.7,2.2,15.1
10/28/10,143,10,5,16.4
10/29/10,143,10.9,3.1,19
10/30/10,143,13.3,9.6,17.9
10/31/10,143,12.5,7.2,18.5
11/1/10,143,13.4,9.2,18.9
11/2/10,143,10.3,5.8,14.4
11/3/10,143,9,3.6,14.9
11/4/10,143,10.4,3.9,18
11/5/10,143,11.6,4.9,19
11/6/10,143,12,6.5,18.9
11/7/10,143,11.9,6,19.5
11/8/10,143,10.3,7.4,16.2
11/9/10,143,7.8,5.7,11.4
11/10/10,143,7.7,3.1,13.6
11/11/10,143,10.4,2.3,17.2
11/12/10,143,12.3,6.8,17.6
11/13/10,143,8.6,2.6,14
11/14/10,143,11,6.5,17.1
11/15/10,143,6.4,3.2,10.4
11/16/10,143,5.3,1.2,11.5
11/17/10,143,6.4,0.5,13.3
11/18/10,143,6.5,0.5,14.3
11/19/10,143,5.7,-0.2,13.7
11/20/10,143,7.5,0.1,16.8
11/21/10,143,9.4,2,18
11/22/10,143,10.1,6.1,16
11/23/10,143,8.1,0.9,14.9
11/24/10,143,9.8,4.4,16
11/25/10,143,7.8,3.2,12.2
11/26/10,143,3.8,-0.1,8.6
11/27/10,143,4.9,-2,13.1
11/28/10,143,2.6,-0.7,7.7
11/29/10,143,6.3,-0.4,13.6
11/30/10,143,9.3,3.7,17.4
12/1/10,143,8.4,2.4,16.9
12/2/10,143,6.8,3.7,10
12/3/10,143,5.6,1.8,8.7
12/4/10,143,5,0.7,11.5
12/5/10,143,7.4,1,15.5
12/6/10,143,6.4,1.6,13.6
12/7/10,143,2.7,-0.2,7.8
12/8/10,143,2,-2.7,6.9
12/9/10,143,1.4,-1.4,5.9
12/10/10,143,5,-4.7,12.4
12/11/10,143,4.3,-1.6,12.2
12/12/10,143,0,-6,4
12/13/10,143,3.1,0.6,4.9
12/14/10,143,3.1,-3.5,8.1
12/15/10,143,-4.8,-7.6,-1.3
12/16/10,143,-3.6,-7.5,1
12/17/10,143,-0.3,-5.5,5
12/18/10,143,2.4,-2.1,8.8
12/19/10,143,4.5,-2.7,10.3
12/20/10,143,7.2,1.6,13.4
12/21/10,143,4.5,-1.2,12.1
12/22/10,143,7.2,2.4,13.2
12/23/10,143,4.1,-0.2,10.3
12/24/10,143,-5.1,-8.1,0.4
12/25/10,143,-5.9,-10,-1.4
12/26/10,143,-3.2,-7.2,1.4
12/27/10,143,-0.6,-4.6,4.6
12/28/10,143,0.4,-3,3.6
12/29/10,143,-0.7,-2.7,2.6
12/30/10,143,-1.4,-4.3,2.8
12/31/10,143,-4.5,-6.6,-0.3
1/1/11,143,-2.4,-7.2,2.7
1/2/11,143,-0.2,-5.9,6.4
1/3/11,143,-1.1,-6.3,1.5
1/4/11,143,0,-2.4,3.8
1/5/11,143,0.4,-2.7,5.9
1/6/11,143,-2.3,-5.1,1.1
1/7/11,143,-3.1,-7.3,2
1/8/11,143,0.2,-7.5,6.3
1/9/11,143,-0.8,-6.2,3
1/10/11,143,-4.3,-8.2,0.3
1/11/11,143,-1.8,-7.1,3.8
1/12/11,143,-3.1,-5.5,0.1
1/13/11,143,-2.7,-6.8,2.8
1/14/11,143,-1,-8.2,5.5
1/15/11,143,-5.9,-12.3,0.1
1/16/11,143,-8.5,-13.1,-3.2
1/17/11,143,-4.6,-9.7,1
1/18/11,143,-2.1,-5.7,1.7
1/19/11,143,-1.9,-5.6,2.7
1/20/11,143,-2.5,-5.4,1.4
1/21/11,143,-2.4,-6,2.7
1/22/11,143,-0.5,-4.8,5.2
1/23/11,143,0.6,-2.2,4.1
1/24/11,143,-2.7,-5.9,0.6
1/25/11,143,-3.7,-7.3,1.7
1/26/11,143,-3.1,-5.9,1.4
1/27/11,143,-3.6,-7.1,1.4
1/28/11,143,-2.3,-5.4,2.3
1/29/11,143,-4.3,-6.5,-0.6
1/30/11,143,-5.3,-8.4,-1.1
1/31/11,143,-2.6,-7.8,2.7
2/1/11,143,1.9,-3.3,8.7
2/2/11,143,3.7,-2.4,10.7
2/3/11,143,3.3,-3.4,11.1
2/4/11,143,4.2,-2.7,11.9
2/5/11,143,4.8,-0.8,11.5
2/6/11,143,5.8,-0.3,11.9
2/7/11,143,5.4,1.3,10.2
2/8/11,143,3.8,2.1,5.2
2/9/11,143,3.8,0.1,8.6
2/10/11,143,1.8,-2.6,5.3
2/11/11,143,1.4,-1,4.4
2/12/11,143,-1,-3.6,3.8
2/13/11,143,-0.7,-6,5
2/14/11,143,-1.2,-2.6,0.9
2/15/11,143,1.1,-4.9,6.9
2/16/11,143,3.2,-3.9,10
2/17/11,143,3.4,2.1,4.9
2/18/11,143,4,-0.8,9.2
2/19/11,143,5.1,-1.2,11.2
2/20/11,143,5.7,-0.4,12.6
2/21/11,143,5.7,0.8,11.3
2/22/11,143,7.1,1.9,12.9
2/23/11,143,7.4,0.5,15.2
2/24/11,143,10.9,2.3,19.4
2/25/11,143,8.4,4.4,13.9
2/26/11,143,7.1,1,12.8
2/27/11,143,6.1,4.4,7.9
2/28/11,143,6.4,5.5,8.1
3/1/11,143,5.2,1.8,8.8
3/2/11,143,1.6,-1,6.6
3/3/11,143,0.8,-3.4,5.7
3/4/11,143,3,-1.9,8.8
3/5/11,143,5.4,-0.2,11
3/6/11,143,7.7,3,12.9
3/7/11,143,5.8,2,10
3/8/11,143,5,-0.2,11.1
3/9/11,143,3.6,0.3,7.9
3/10/11,143,4.4,-0.8,11.4
3/11/11,143,7.5,0.9,13.8
3/12/11,143,9.6,2.4,17.3
3/13/11,143,11.9,3.7,20.2
3/14/11,143,12.9,7.6,20.1
3/15/11,143,6.7,0,10.6
3/16/11,143,2.5,-1.2,7.5
3/17/11,143,4.1,-1.1,10.2
3/18/11,143,7.6,-1,14.6
3/19/11,143,12.8,6.7,18.3
3/20/11,143,8.6,6.8,13
3/21/11,143,10,6.2,13.8
3/22/11,143,5.8,2.4,10.3
3/23/11,143,4.7,-0.6,10.3
3/24/11,143,7.3,1,12.6
3/25/11,143,4.8,2.3,8.8
3/26/11,143,5.7,0.5,11.2
3/27/11,143,8.4,1.6,13.8
3/28/11,143,9.6,4.9,15.2
3/29/11,143,8.3,2.3,13.5
3/30/11,143,11.5,4,19
3/31/11,143,14.3,6,22.5
4/1/11,143,15.1,6.6,23.4
4/2/11,143,10.9,8,14.2
4/3/11,143,8,5.3,12.7
4/4/11,143,8.5,1.8,15.3
4/5/11,143,11.5,2.5,20.2
4/6/11,143,13.7,5.1,21.1
4/7/11,143,14,11,17.2
4/8/11,143,13.9,10.4,18.7
4/9/11,143,13.6,6.5,20.9
4/10/11,143,15.9,6.5,24
4/11/11,143,12.2,8.6,17.2
4/12/11,143,13.7,4.5,21.5
4/13/11,143,15.8,8.4,23.4
4/14/11,143,17.1,10.9,24.4
4/15/11,143,20.6,12,28.6
4/16/11,143,13,9.2,19.1
4/17/11,143,12.3,5.4,20.5
4/18/11,143,9.7,7.2,14.4
4/19/11,143,11.1,7,16.5
4/20/11,143,13.7,5,22.1
4/21/11,143,16,8.9,22.7
4/22/11,143,12.6,11.3,15.6
4/23/11,143,13.1,9.9,17.7
4/24/11,143,12.9,7.9,18.2
4/25/11,143,15.4,8.4,21.5
4/26/11,143,12.8,10.2,15.7
4/27/11,143,16.1,12.1,22.7
4/28/11,143,12.2,7.9,18.1
4/29/11,143,14.9,6.7,21.9
4/30/11,143,21,16.2,25.9
5/1/11,143,18.4,14.3,22.1
5/2/11,143,18.5,13.1,24.4
5/3/11,143,19.8,15.2,25.4
5/4/11,143,16.8,11.6,23.3
5/5/11,143,16,11.7,22.7
5/6/11,143,15.1,9.3,20
5/7/11,143,21.1,15.9,27.5
5/8/11,143,21,14.6,29.1
5/9/11,143,21.8,14.7,27.4
5/10/11,143,20.1,14.6,27
5/11/11,143,14.2,13,15.5
5/12/11,143,16.2,12.4,20.2
5/13/11,143,18.8,11.8,25.3
5/14/11,143,20.3,12.8,26.7
5/15/11,143,21.2,12.3,28.4
5/16/11,143,20.7,16.9,25.1
5/17/11,143,19.6,12.6,26
5/18/11,143,20.9,12.7,29.1
5/19/11,143,22.4,16.3,28
5/20/11,143,23.7,19.9,28.6
5/21/11,143,21.4,15,28.8
5/22/11,143,18,14.1,22.5
5/23/11,143,16.1,12.4,19.3
5/24/11,143,18.2,9.7,26.4
5/25/11,143,18.1,14.5,23.4
5/26/11,143,15.2,14.4,16.4
5/27/11,143,15.7,14.2,16.9
5/28/11,143,17.8,14.8,23.2
5/29/11,143,19,14.7,25.9
5/30/11,143,18.9,13.6,27.7
5/31/11,143,16.8,14.9,18.5
6/1/11,143,19.3,15.3,25.3
6/2/11,143,20.1,16.1,26.9
6/3/11,143,23.2,16.9,29.7
6/4/11,143,24.1,18.8,30
6/5/11,143,24.6,18.3,30.9
6/6/11,143,24.5,17.3,30.7
6/7/11,143,25.6,18.9,32
6/8/11,143,25.7,19.6,31.4
6/9/11,143,25.1,20.7,29.2
6/10/11,143,23.2,21,27.6
6/11/11,143,25.5,19.8,32.2
6/12/11,143,24.6,20.8,29.7
6/13/11,143,23.7,19.6,29.4
6/14/11,143,24.1,19.2,29.4
6/15/11,143,23.4,19.7,27.8
6/16/11,143,22.5,19,27.7
6/17/11,143,23.6,16.5,30.4
6/18/11,143,23.7,19.8,28.4
6/19/11,143,24.3,17.9,30.5
6/20/11,143,25.2,19.1,31.9
6/21/11,143,28.1,21.5,34.5
6/22/11,143,25.2,22.5,28.1
6/23/11,143,28.9,24.1,33
6/24/11,143,25.2,20.2,30.9
6/25/11,143,18.7,17.7,20.4
6/26/11,143,20.8,18.1,23.5
6/27/11,143,24.9,19.7,29.5
6/28/11,143,26.7,21,33
6/29/11,143,28.8,24.2,33.8
6/30/11,143,26.5,23.4,30
7/1/11,143,28,23.4,32.8
7/2/11,143,28.9,23.8,34.1
7/3/11,143,26.3,24.7,28.1
7/4/11,143,27.8,24.3,32.7
7/5/11,143,27.5,22.4,33.1
7/6/11,143,24.4,22.9,27.2
7/7/11,143,24.3,22.7,26.3
7/8/11,143,29.1,25.8,33.9
7/9/11,143,23.3,21.8,27.6
7/10/11,143,22.4,20.6,27.2
7/11/11,143,25.2,20.3,31.3
7/12/11,143,25.4,22.7,29.9
7/13/11,143,25.4,23.7,27.5
7/14/11,143,27.2,24.2,30.8
7/15/11,143,28.8,24.7,32.9
7/16/11,143,29,24.4,34.4
7/17/11,143,28.9,24.1,34.1
7/18/11,143,28,25,32.7
7/19/11,143,28.7,24.7,33.3
7/20/11,143,28.3,22.4,34.4
7/21/11,143,23.9,21,29.1
7/22/11,143,23.8,20.1,28.4
7/23/11,143,25.5,22.1,30.9
7/24/11,143,24.4,22.8,27.2
7/25/11,143,26.1,21.8,30.9
7/26/11,143,27.7,23.1,32.4
7/27/11,143,29,27.5,31.7
7/28/11,143,29.4,25.9,33.9
7/29/11,143,28.9,24.5,35
7/30/11,143,27.8,24.2,34.3
7/31/11,143,27.1,23.6,31.5
8/1/11,143,26.2,23.9,30.1
8/2/11,143,25.3,24.4,26.1
8/3/11,143,27.1,24.5,32.9
8/4/11,143,28.7,23.4,35.1
8/5/11,143,28.8,24,34.3
8/6/11,143,28.4,25.6,33.1
8/7/11,143,29.4,26.6,32.6
8/8/11,143,28.8,23.3,32.9
8/9/11,143,26.6,24.4,30.4
8/10/11,143,26.4,25.1,29.9
8/11/11,143,28.6,24.2,33.4
8/12/11,143,29.3,25.8,34.4
8/13/11,143,28.1,24.9,33.7
8/14/11,143,28.7,24.7,33.5
8/15/11,143,27.4,23.2,33
8/16/11,143,28.9,24.8,34.2
8/17/11,143,28.3,24.5,31.5
8/18/11,143,25.5,24.1,28
8/19/11,143,22.1,21.2,24.1
8/20/11,143,21.2,19.5,23.8
8/21/11,143,22.8,18.7,27.8
8/22/11,143,21.3,19,23.8
8/23/11,143,21.6,19.5,23.9
8/24/11,143,22.9,20.9,26
8/25/11,143,23.3,20.4,26.4
8/26/11,143,24.6,21.8,27.8
8/27/11,143,25.5,23.7,29
8/28/11,143,25.5,21.7,29.7
8/29/11,143,26.8,21.5,32.6
8/30/11,143,27.2,22.9,33.1
8/31/11,143,27.8,23.1,33.3
9/1/11,143,27.9,22.7,35.5
9/2/11,143,26.3,21.8,30.1
9/3/11,143,26.6,24.1,30.3
9/4/11,143,25.5,22.9,29.5
9/5/11,143,23.7,19.8,28.7
9/6/11,143,24.3,19.7,29.8
9/7/11,143,23.9,17.3,30
9/8/11,143,24.3,21.3,29
9/9/11,143,23.4,21.4,27
9/10/11,143,20.2,19,21.5
9/11/11,143,23,20.3,26.3
9/12/11,143,25.7,22.7,31.8
9/13/11,143,26.5,22.3,32.2
9/14/11,143,27,23,33.5
9/15/11,143,27.3,21.2,34.2
9/16/11,143,28.2,22.4,34
9/17/11,143,26.6,24.8,29.8
9/18/11,143,23.6,21.2,27.9
9/19/11,143,19.9,17.9,22.1
9/20/11,143,18.7,17.2,20.7
9/21/11,143,19.1,15.3,24.2
9/22/11,143,18.5,11.6,25.1
9/23/11,143,19.9,12.4,26.9
9/24/11,143,20.7,14.6,27.1
9/25/11,143,21.1,15.7,27.1
9/26/11,143,20.2,14.5,27.4
9/27/11,143,19.8,12.6,27.3
9/28/11,143,19.9,16,23.8
9/29/11,143,19.2,17.4,21.2
9/30/11,143,19.1,14.7,23.4
10/1/11,143,15.8,11,21.2
10/2/11,143,15.4,12.4,20.2
10/3/11,143,14.6,7.9,21.7
10/4/11,143,16.1,8.4,23.1
10/5/11,143,18.1,13.8,24.7
10/6/11,143,18.4,13.1,24.3
10/7/11,143,16.7,10.2,23.5
10/8/11,143,16.8,10,24.5
10/9/11,143,17.4,11.3,23.8
10/10/11,143,19.2,12.6,26.8
10/11/11,143,19,13.7,26.3
10/12/11,143,17.9,10.5,24.5
10/13/11,143,20.2,14.8,27.2
10/14/11,143,15.2,14.3,17.1
10/15/11,143,17.2,13.5,21.9
10/16/11,143,16.7,12.1,22.1
10/17/11,143,15.9,11.2,21
10/18/11,143,13.1,6.3,20
10/19/11,143,14.1,7.2,21.3
10/20/11,143,17,12.1,22.7
10/21/11,143,15.3,12.7,17.5
10/22/11,143,14.9,13.7,16
10/23/11,143,15.3,11.6,19.7
10/24/11,143,15.5,12.7,18.2
10/25/11,143,10.2,7.4,14.2
10/26/11,143,9.6,2.5,17.2
10/27/11,143,12.2,4.8,20.2
10/28/11,143,14,8.7,21
10/29/11,143,14.8,11.3,17.4
10/30/11,143,14.8,12.2,17.7
10/31/11,143,14.2,9.6,21.2
11/1/11,143,16.6,10.4,23.6
11/2/11,143,17,14.7,20.6
11/3/11,143,18.6,14.2,24.6
11/4/11,143,20.2,15.2,25.4
11/5/11,143,19.9,17.3,24.5
11/6/11,143,17.2,16,19.3
11/7/11,143,17.1,15.2,21
11/8/11,143,15.3,14,16.5
11/9/11,143,14.6,13.3,17.2
11/10/11,143,14.1,11.5,16.9
11/11/11,143,14,11.1,19.2
11/12/11,143,13.3,8.8,18.1
11/13/11,143,13.5,9.8,18
11/14/11,143,10.6,7.3,15.1
11/15/11,143,9.5,5.4,15
11/16/11,143,9,1.8,16.6
11/17/11,143,10.4,6.4,13.6
11/18/11,143,12.9,10.3,14.7
11/19/11,143,14.9,10,20.3
11/20/11,143,5.4,3.1,10
11/21/11,143,4.4,0.4,9
11/22/11,143,5.6,-0.5,9.3
11/23/11,143,6.3,3.4,10.2
11/24/11,143,3.4,1,7
11/25/11,143,4.3,-0.1,10
11/26/11,143,6.3,-0.3,13
11/27/11,143,10,4,17.8
11/28/11,143,10.2,7.1,13.4
11/29/11,143,12.9,9.9,17.6
11/30/11,143,9.8,5.8,12.8
12/1/11,143,6.5,5.2,7.9
12/2/11,143,6.7,2.6,10
12/3/11,143,7,4.8,9.4
12/4/11,143,6.4,2.4,11.3
12/5/11,143,5,-0.1,10.5
12/6/11,143,5.5,3.4,8.8
12/7/11,143,7.6,5,11.1
12/8/11,143,5.2,1,9.5
12/9/11,143,1,-1.2,5.5
12/10/11,143,0.7,-2.5,5.2
12/11/11,143,4.5,0.1,8.6
12/12/11,143,5.7,2.7,9.5
12/13/11,143,4.6,-1.4,11.5
12/14/11,143,6.4,-0.5,12.4
12/15/11,143,1.7,-2.4,7.7
12/16/11,143,-2.2,-4.3,1.1
12/17/11,143,-2.2,-6.1,2.6
12/18/11,143,0.8,-2.1,5.1
12/19/11,143,1.1,-2.6,6
12/20/11,143,2.3,-2,6.4
12/21/11,143,3.7,0,8.2
12/22/11,143,0.3,-4.5,4.7
12/23/11,143,-2.7,-6.8,1.4
12/24/11,143,-1.8,-5.5,2.4
12/25/11,143,-2.4,-5.1,1.5
12/26/11,143,-2.8,-6.4,1.7
12/27/11,143,-0.7,-4.8,5.7
12/28/11,143,0.9,-4.6,7.4
12/29/11,143,2.4,-1.3,8
12/30/11,143,0.9,-4.1,7.5
12/31/11,143,0.7,-4.7,5.1
1/1/12,143,1.2,-3.1,5.6
1/2/12,143,-1,-4.4,4.5
1/3/12,143,-0.1,-2.6,3.8
1/4/12,143,-3.2,-4.8,-0.4
1/5/12,143,-2.1,-5.6,3.1
1/6/12,143,0.1,-3.4,5.3
1/7/12,143,-0.4,-6.2,6
1/8/12,143,0.3,-6.4,6.9
1/9/12,143,1.9,-1,6
1/10/12,143,2.1,-0.6,6
1/11/12,143,-1,-4.3,2
1/12/12,143,-1.8,-6.1,3.2
1/13/12,143,1.1,-3.7,6.6
1/14/12,143,1.2,-2.2,6.1
1/15/12,143,2,-0.6,5.7
1/16/12,143,2.1,-0.6,4.5
1/17/12,143,4.3,0.1,8.2
1/18/12,143,5.5,2.2,7.8
1/19/12,143,6.1,4.1,8.2
1/20/12,143,7.9,5.6,10.4
1/21/12,143,6.1,3.8,9.2
1/22/12,143,1.2,-4.5,5.7
1/23/12,143,-5.1,-8,-1.4
1/24/12,143,-4,-7.3,0.6
1/25/12,143,-4.1,-6.3,-1.1
1/26/12,143,-1.7,-9.2,4.5
1/27/12,143,2.2,-2.7,8.4
1/28/12,143,3,0.5,7.7
1/29/12,143,1.8,-2,7
1/30/12,143,-0.2,-3.4,3.8
1/31/12,143,0.7,-4.7,4.6
2/1/12,143,-4.4,-8.6,2.8
2/2/12,143,-8.7,-12.4,-4.6
2/3/12,143,-5.1,-10.4,0.9
2/4/12,143,-1,-7.6,5.5
2/5/12,143,1.2,-3.5,7.5
2/6/12,143,2.7,-3.1,6.8
2/7/12,143,-1.2,-7.4,5.1
2/8/12,143,-5,-9.5,-0.2
2/9/12,143,-1.1,-5.2,3
2/10/12,143,0.9,-2.5,5.2
2/11/12,143,0.2,-4,5.5
2/12/12,143,2.1,-5.6,8.6
2/13/12,143,2.3,-0.2,4.5
2/14/12,143,4.2,-0.1,10.1
2/15/12,143,5.3,3.2,9.9
2/16/12,143,2.3,-0.5,6.3
2/17/12,143,-2.3,-4.2,1.3
2/18/12,143,-3.4,-6.9,1.3
2/19/12,143,-1.3,-5.7,4.1
2/20/12,143,2,-6.2,8.4
2/21/12,143,1.7,-2.9,6.9
2/22/12,143,5,0.7,9.1
2/23/12,143,8.5,5.2,13.5
2/24/12,143,6.3,4.9,8.8
2/25/12,143,4.5,2.4,6.9
2/26/12,143,2.4,0.3,5.9
2/27/12,143,2.7,-2.3,9.5
2/28/12,143,3.5,-1.4,7.5
2/29/12,143,6.9,1.4,12.1
3/1/12,143,8.7,2.6,15.9
3/2/12,143,7.6,6.5,8.9
3/3/12,143,6.8,4.4,10.5
3/4/12,143,6,3.2,9.8
3/5/12,143,6,4.4,7.7
3/6/12,143,6.5,4.4,12.1
3/7/12,143,6.9,2.2,12.5
3/8/12,143,7.3,3.2,12.6
3/9/12,143,6.8,1.8,12.6
3/10/12,143,7.5,4.6,12.2
3/11/12,143,1.9,-1.7,5.9
3/12/12,143,1.2,-3.4,7.2
3/13/12,143,3.7,-1.5,9.9
3/14/12,143,6.7,-2.1,14.6
3/15/12,143,8.5,4.4,14.3
3/16/12,143,7.4,4.3,10.5
3/17/12,143,10.4,7.9,15.5
3/18/12,143,11.5,6.6,17.6
3/19/12,143,7.6,4.4,12.4
3/20/12,143,6.7,2.1,12.2
3/21/12,143,8.3,1.6,15.5
3/22/12,143,7.7,5.6,10.1
3/23/12,143,7.4,6.1,8.4
3/24/12,143,6.5,3.5,11.5
3/25/12,143,5.6,2.9,10.3
3/26/12,143,6.6,0.7,12.3
3/27/12,143,11.2,2.1,19.4
3/28/12,143,11.9,6.9,19.5
3/29/12,143,13.3,3.9,20.8
3/30/12,143,14.5,11.4,17.3
3/31/12,143,9.2,5.3,14.1
4/1/12,143,7.7,2.4,13.8
4/2/12,143,12.5,3.3,20.9
4/3/12,143,9.3,4.6,15.4
4/4/12,143,11.2,2.6,18.7
4/5/12,143,11,6.7,17.1
4/6/12,143,8.5,4.1,14.6
4/7/12,143,9.1,2.8,15.9
4/8/12,143,15.4,4.7,24.8
4/9/12,143,19.3,13.1,24.9
4/10/12,143,16.5,13.7,19.6
4/11/12,143,16.4,13.6,20.8
4/12/12,143,15,8.8,21.9
4/13/12,143,12.4,10.4,16.3
4/14/12,143,16.6,10.4,24.1
4/15/12,143,19.1,12.3,26.5
4/16/12,143,17.7,11.9,26.3
4/17/12,143,14.6,9.2,21.7
4/18/12,143,14.8,8.1,23.1
4/19/12,143,14,9.6,18.8
4/20/12,143,14.1,12.1,18.8
4/21/12,143,12.9,11.1,15
4/22/12,143,17.5,13.4,23
4/23/12,143,18.9,10.2,27
4/24/12,143,22,14.8,30.2
4/25/12,143,15.8,13.4,20.1
4/26/12,143,15.9,11.6,20.5
4/27/12,143,17,8.1,25.7
4/28/12,143,19.7,10.1,29.5
4/29/12,143,18.2,13.7,21.6
4/30/12,143,19.3,15.2,22.9
5/1/12,143,19.8,17,24.3
5/2/12,143,17.8,16.3,20.1
5/3/12,143,18,15,25
5/4/12,143,22.8,14.9,29.9
5/5/12,143,23.2,16.5,29
5/6/12,143,21.7,15.6,27.2
5/7/12,143,21.6,14.3,28.9
5/8/12,143,20.1,14.9,30
5/9/12,143,19,13.4,28.8
5/10/12,143,15.6,13.7,18.2
5/11/12,143,13.8,12.4,15.9
5/12/12,143,16.4,11.2,22.9
5/13/12,143,17.8,12.7,22.6
5/14/12,143,15.8,15,17
5/15/12,143,20,15.5,25.4
5/16/12,143,20.5,13.5,26.4
5/17/12,143,18.7,14.4,25.4
5/18/12,143,19.5,11,27.1
5/19/12,143,20.3,13.6,26.1
5/20/12,143,21.7,14.9,29
5/21/12,143,20.8,14.4,27.6
5/22/12,143,21.8,14,29.1
5/23/12,143,23.8,16.6,30.7
5/24/12,143,22,18.4,29.9
5/25/12,143,22.6,17.9,28.9
5/26/12,143,23.1,17,29.5
5/27/12,143,24,16.1,31.8
5/28/12,143,20.8,17,28.5
5/29/12,143,21.5,15.6,28.8
5/30/12,143,19.1,17.7,20.7
5/31/12,143,20,16.7,26.1
6/1/12,143,21.2,15.6,29
6/2/12,143,21.2,17.8,27.1
6/3/12,143,23.1,16.2,30.7
6/4/12,143,24,16.9,30.2
6/5/12,143,26.3,21.6,31.9
6/6/12,143,25.5,21.6,30.5
6/7/12,143,25.6,20.5,31.4
6/8/12,143,21.3,19.5,23.8
6/9/12,143,22.4,19.3,27.9
6/10/12,143,23.6,17.4,31
6/11/12,143,23.2,18.8,28.5
6/12/12,143,23.3,19.7,29.9
6/13/12,143,21.7,18.7,26.4
6/14/12,143,21,17.5,25.2
6/15/12,143,20.4,19.7,22.3
6/16/12,143,23.2,19,27.9
6/17/12,143,25.9,21,31.4
6/18/12,143,23.5,20.1,27.9
6/19/12,143,22.8,19.3,28.4
6/20/12,143,23.2,19.9,27.2
6/21/12,143,24.4,20.4,30.5
6/22/12,143,25.3,19,31.8
6/23/12,143,24.5,20.8,31.2
6/24/12,143,23.1,20.5,27.1
6/25/12,143,22,17.9,25.9
6/26/12,143,21.4,19.9,24.3
6/27/12,143,20.2,18.1,22.3
6/28/12,143,22.5,18.6,27.8
6/29/12,143,24.4,19,30.7
6/30/12,143,25,22,29.4
7/1/12,143,25.9,21.7,30.5
7/2/12,143,27,21.7,32
7/3/12,143,28,23.5,32.7
7/4/12,143,28.7,24.5,33.5
7/5/12,143,25,23.8,27.8
7/6/12,143,25.8,21.5,29.7
7/7/12,143,23.2,20.7,28.3
7/8/12,143,25.8,21.1,31.9
7/9/12,143,27.4,21.5,33.5
7/10/12,143,25.8,23,30.2
7/11/12,143,25.5,23.1,28.7
7/12/12,143,27.1,23.5,31.4
7/13/12,143,25.5,22.3,31.8
7/14/12,143,23.9,20.3,27.3
7/15/12,143,23.8,20.1,28.8
7/16/12,143,23.7,21.7,26.9
7/17/12,143,22.8,20.2,25.1
7/18/12,143,25.8,22.9,29.9
7/19/12,143,28.7,24.6,33.5
7/20/12,143,28.8,25.2,33.1
7/21/12,143,27.4,24.3,32.6
7/22/12,143,26.5,23.6,29.8
7/23/12,143,29.9,25.4,34.7
7/24/12,143,30.9,26.7,36
7/25/12,143,31.3,27.2,35.3
7/26/12,143,31.3,26.3,36.2
7/27/12,143,31,27.1,35.9
7/28/12,143,31.1,26.9,36
7/29/12,143,31.1,25.8,37
7/30/12,143,31.7,27.2,36.9
7/31/12,143,32.3,27.8,37.2
8/1/12,143,30.5,27,36.3
8/2/12,143,30.3,27.7,34.6
8/3/12,143,30.1,26.9,35
8/4/12,143,30.1,26.8,35.2
8/5/12,143,30.4,25.4,36.3
8/6/12,143,29.6,25.9,35.1
8/7/12,143,28.7,25.7,34.3
8/8/12,143,28.2,23.8,33.9
8/9/12,143,29.4,23.8,34.9
8/10/12,143,27.6,24.8,32.2
8/11/12,143,29.2,24.3,33.9
8/12/12,143,27.4,25.6,31.7
8/13/12,143,25.7,23,29
8/14/12,143,25.3,23.2,28.2
8/15/12,143,29.1,24.4,33.3
8/16/12,143,28.4,25.4,32.6
8/17/12,143,28.4,24.2,34.4
8/18/12,143,29.9,26.2,35.7
8/19/12,143,30.5,26.9,35.5
8/20/12,143,29.4,26.8,31.9
8/21/12,143,29,25.3,33.2
8/22/12,143,25.4,24.2,28.8
8/23/12,143,22.1,21,24.7
8/24/12,143,21.9,21.1,23
